User,Betweenness Score
BadrulAlomIOG,0.0
rodolfomiranda,0.0
lohanspies,0.0
Wolfy18,0.0
PatrickTobler,0.0
essbante-io,0.0
PhilippeLeLong,0.0
pgwadapool,0.0
thisHermit,0.0
qunosteve,0.0
mach-diamond,0.0
anselmorei,0.0
alexanderwatanabe,0.0
goverthrow,0.0
MitchTurner,0.0
satran004,0.0
itchains,0.0
ResponsibleStaking,0.0
hodlonaut,0.0
CheetahCrypt,0.0
74d4,0.0
Zaytion,0.0
johnalanwoods,0.0
link78,0.0
szg251,0.0
jycappucino,0.0
anitajov,0.0
nicholseric,0.0
degroux,0.0
Unity-ADA,0.0
philipphenkel,0.0
the-headless-ghost,0.0
benma,0.0
blaggacao,0.0
zeegomo,0.0
iohkwebdev,0.0
MarcelKlammer,0.0
ciphero,0.0
mkazlauskas,0.0
futpib,0.0
koslambrou,0.0
StakeWithPride,0.0
cffls,0.0
delicious-lemon,0.0
anton-k,0.0
DanTup,0.0
GGAlanSmithee,0.0
honungsburk,0.0
cardahub-dev,0.0
savaki,0.0
nilaysaha,0.0
theachyutraj,0.0
sp33dy,0.0
NicolasDP,0.0
tomislavhoracek,0.0
scasplte2,0.0
priyanshuveb,0.0
drewhaines,0.0
wost-digital-solutions,0.0
codefly,0.0
alandarev,0.0
wchristi0101,0.0
om-design,0.0
Mercurial,0.0
DecentralizedReality,0.0
OliHericium,0.0
rvl,0.0
mzabaluev,0.0
saw235,0.0
refi93,0.0
zachyking,0.0
Foxxinator,0.0
AriFordsham,0.0
rokindo,0.0
psychomb,0.0
Anviking,0.0
wrmarchetto,0.0
eugene-babichenko,0.0
chbfiv,0.0
Colin-Edwards-IOHK,0.0
NASEC-Alex,0.0
nicarq,0.0
x3haloed,0.0
jonnysmillie,0.0
jbax,0.0
leslieonline27,0.0
feqifei,0.0
rcmorano,0.0
robinboening,0.0
papacarp,0.0
pintaric,0.0
cardanians,0.0
cardanpool,0.0
angelstakepool,0.0
Danmcg86,0.0
stakepoolplace,0.0
silver459,0.0
nathankaiser,0.0
